id,title,link,imageLink,price,description,salePrice,brand,unit
23645387000,"Oregon teräketju Speedcut 13"" .325 1.3mm 56VL 3KPL",https://tarvike.com/product/oregon-teraketju-speedcut-13-325-13mm-56vl-3kpl-174041,https://media.tarvike.com/product/images/174041/original/197358.webp,62.7,"Oregon teräketju Speedcut 13"" .325 1.3mm 56VL on nopeampi - terävämpi - helpompi. Paketti sisältää 3 kappaletta teräketjuja.",44.5,Oregon,
20261169001,"Husqvarna Teräketju X-Cut SP33G Semi chisel Pixel 13"" .325"" 1,3 mm 56 L",https://tarvike.com/product/husqvarna-teraketju-x-cut-sp33g-semi-chisel-pixel-13-325-13-mm-56-l-80638,https://media.tarvike.com/product/images/80638/original/157441.png,27.9,"X-CUT SP33G on ensimmäinen teräketju, jonka Husqvarna on kehittänyt, suunnitellut ja valmistanut alusta asti itse. Teräketju sopii erinomaisesti ammattilaisille jokapäiväiseen työskentelyyn sekä vaativaan kuluttajakäyttöön. Ketju pysyy terävänä pitkään ja se on kestävyydeltään ylivertainen. Esivenytetty ketju ei veny ja sen leikkuuteho on erinomainen, minkä ansiosta se tarjoaa paremman sahaustuloksen kuin koskaan aiemmin. Ketjujako .325"" / Uraleveys 1.3 mm",18.0,Husqvarna,
1677599000,Silppurin terät,https://tarvike.com/product/silppurin-vastatera-33930,https://media.tarvike.com/product/images/33930/original/176367.webp,6.8,"Silppurin terät 175x40x3x10,5",,,
4964341000,Husqvarna 545FR Ruohonraivaussaha,https://tarvike.com/product/husqvarna-545fr-ruohonraivaussaha-81333,https://media.tarvike.com/product/images/81333/original/159225.png,1069.0,"Husqvarna 545FR raivaussahassa on kaikki, mitä raivaustyössä tarvitset: siimapää, vesakkoterä ja metsänraivausterä suojineen. Joustavien käyttöominaisuuksiensa vuoksi malli soveltuu hyvin käyttäjille, jotka tarvitsevat tehokkaan ja monipuolisen raivurin. Suorituskykyinen X-Torq®-moottori vähentää päästöjä ja polttoaineenkulutusta.",849.0,Husqvarna,
19176899002,Husqvarna Balance XT2 Kantovaljaat,https://tarvike.com/product/husqvarna-balance-xt2-kantovaljaat-80452,https://media.tarvike.com/product/images/80452/original/156629.png,169.0,Husqvarna Balance XT2 kantovaljaat on suunniteltu pitkäkestoiseen metsänraivaustyöhön ja ne tarjoavat maksimaalisen työskentelymukavuuden. Valjaiden toiminnalliset ominaisuudet ja monipuolinen suunnittelu tekevät valjaiden muokkaamisesta henkilökohtaisten tarpeiden sekä työnkuvan mukaisesti helppoa.,139.41,Husqvarna,
19176860002,Husqvarna taskuensiapupakkaus,https://tarvike.com/product/husqvarna-taskuensiapupakkaus-80275,https://media.tarvike.com/product/images/80275/original/155906.png,20.9,"Sisältää ensiapusiteen, 9 eri kokoista laastaria, kaksi harsotaitosta, peilin ja vanupuikon.",16.9,Husqvarna,
19176922002,Husqvarna Balance X -valjaat,https://tarvike.com/product/husqvarna-balance-x-valjaat-80572,https://media.tarvike.com/product/images/80572/original/186726.webp,137.0,"Käytössä miellyttävät Balance X -valjaat jakavat painon tasaisemmin laajemmalle alueelle. Valjaissa on leveä, ilmava selkälevy ja leveät, pehmustetut olkahihnat. Paino jakautuu tasaisesti olkapäille, rinnalle, selälle ja lantiolle, jolloin selkään ja hartioihin kohdentuva rasitus vähenee. Joustavan lonkkatuen voi säätää ruohon- tai metsänraivaussahan mukaan sekä kuljetusasentoon. Valjaat on helppo säätää rintalevyn ja lantiovyön avulla. Pikakiinnitys auttaa irrottamaan koneen valjaista helposti ja turvallisesti.",116.5,Husqvarna,
12166304000,"Husqvarna 445S Moottorisaha 13""",https://tarvike.com/product/husqvarna-445s-moottorisaha-13-127458,https://media.tarvike.com/product/images/127458/original/167388.webp,719.0,"Husqvarna 445S on maanomistajien käyttöön tarkoitettu moottorisaha, joka soveltuu kaikkiin tarpeellisiin töihin aina metsän hakkuusta, sahaamisesta ja karsimisesta polttopuiden tekoon. Luotettavaan 400-sarjaan perustuva kevyt moottorisaha on entistä helppokäyttöisempi, ja sen vahvistettu kestävä rakenne pidentää tuotteen käyttöikää.",549.0,Husqvarna,
19177257002,"Husqvarna LB 144i Akkuruohonleikkuri, mukana akku ja laturi",https://tarvike.com/product/husqvarna-lb-144i-akkuruohonleikkuri-mukana-akku-ja-laturi-110237,https://media.tarvike.com/product/images/110237/original/160093.png,629.0,"Leikkaa pieniä ja keskikokoisia nurmikkoja kompaktilla ja kevyellä Husqvarna LB 144i -akkuruohonleikkurilla, jota on helppo ohjata haastavillakin alueilla. Silppuava BioClip®-toiminto leikkaa ruohon pieneksi silpuksi, joka maatuu nopeasti luonnolliseksi lannoitteeksi.",495.2,Husqvarna,
4963071000,Husqvarna Aspire Akku P4A 18-B45 2.5Ah,https://tarvike.com/product/husqvarna-aspire-akku-p4a-18-b45-25ah-81486,https://media.tarvike.com/product/images/81486/original/159915.png,61.9,"Husqvarna Aspire 18V akku (2.5Ah)on kompakti ja kevyt akku, joka on yhteensopiva kaikkien Husqvarna Aspire -tuoteperheen tuotteiden kanssa. Ergonominen design pehmustetulla tarttumaosalla tekee akun kiinnittämisen ja irrottamisen työkalusta helpoksi ja nopeaksi. Tätä POWER FOR ALL -allianssiin kuuluvaa litium-ioniakkua suositellaan käytettäväksi Aspire-oksasahan, Aspire-pensasleikkurin ja Aspire-ruohoraivurin kanssa. Tämä akku on osa POWER FOR ALL -allianssia, yhtä maailman suurinta merkittävimpien tuotemerkkien välistä akkuallianssia. Tätä akkua pystyy siis käyttämään kaikissa tuotteissa, jotka ovat osa kyseistä allianssia*. Et siis enää tarvitse erillistä akkua jokaiselle tuotteellesi, vaan pystyt käyttämään samaa akkua kaikissa puutarhatyökaluissasi. *Bosch PSM 18 LI + Bosch ALB 18 LI ovat yhteensopivia ainoastaan 1.5 Ah - 3.0 Ah akkutyypin kanssa.",49.52,Husqvarna,
