id,title,link,imagelink,price,description,salePrice,brand,unit
3744327002,Rival Mönkijän Puskulevysarja 150cm pikakiinnitteinen,https://tarvike.com/product/rival-monkijan-puskulevysarja-150cm-pikakiinnitteinen-162294,https://media.tarvike.com/product/images/162294/original/176872.jpg,458.0,"Rival Puskulevysarja yleismallin kiinnityksellä. Vahva ja kestävä ATV-aura pikakiinnityksellä. Suuri lumensiirtokapasiteetti ja ylivoimainen lumen kaatumissuorituskyky. Myydään kokonaisena auralla, puskulevyn rungolla ja yleisadapterilla.",349.0,Rival,
17371455001,"Polaris puskulevy Glacier Pro 152 cm / 60""",https://tarvike.com/product/polaris-puskulevy-glacier-pro-152-cm-60-94423,https://media.tarvike.com/product/images/94423/original/98338.jpg,480.0,"Puskulevyä voidaan käyttää Glacier PRO -kiinnikerungossa. Leveys 60"" (152 cm), korkeus 17"" (43 cm), metallia. Soveltuu isommille alueille, esim. taloyhtiöt ja parkkipaikat. Tarvitsee toimiakseen vinssin, kiinnikerungon ja asennussarjan (myydään erikseen).",216.0,Polaris,
17371750001,Mönkijän tukkikärry,https://tarvike.com/product/monkijan-tukkikarry-81569,https://media.tarvike.com/product/images/81569/original/161545.jpg,1189.0,Mönkijän 2-akselinen tukkikärry. Saatavana lisävarusteena pikakiinnitteinen dumpperilava. Sisältää lavan kiinnitysvastakappaleet. Toimitetaan kasaamattomana.,949.0,TARVIKE.COM,
13106520001,"Tukkikärry Dumpperilla, 2-akselinen",https://tarvike.com/product/tukkikarry-dumpperilla-2-akselinen-126988,https://media.tarvike.com/product/images/126988/original/161680.png,2044.0,Mönkijän 2-akselinen tukkikärrypaketti. Paketti sisältää Tukkikärryn(rankakärry) sekä dumpperin. Kuvan kaiteet myydään erikseen. Sisältää lavan kiinnitysvastakappaleet. Toimitetaan kasaamattomana.,1390.0,TARVIKE.COM,
17371662001,Glacier integroitu mönkijän kiinnikeadapteri,https://tarvike.com/product/glacier-integroitu-monkijan-kiinnikeadapteri-110935,https://media.tarvike.com/product/images/110935/original/155192.jpg,320.0,"Uudelleen suunnitellussa Glacier levyrungon kiinnitysadapterissa on ""sisään vetäytyvä"" rakenne: kun irrotat puskulevyn laitteesta, levyrunko taittuu automaattisesti laskurungoksi jääden näin oikeaan asentoon seuraavaa kiinnitystä varten.",144.0,Polaris,
4894230000,Lock & Ride ankkurikiinnike,https://tarvike.com/product/lock-ride-ankkurikiinnike-110857,https://media.tarvike.com/product/images/110857/original/155149.jpg,45.3,Polaris Lock & Ride ankkurikiinnike.,27.0,{},
17371664001,GlacierPro integroitu mönkijän kiinnikeadapteri,https://tarvike.com/product/glacierpro-integroitu-monkijan-kiinnikeadapteri-110936,https://media.tarvike.com/product/images/110936/original/155193.jpg,304.0,"Uudelleen suunnitellussa Glacier Pro levyrungon kiinnitysadapterissa on ""sisään vetäytyvä"" rakenne: kun irrotat puskulevyn laitteesta levyrunko taittuu automaattisesti laskurungoksi jääden näin oikeaan asentoon seuraavaa kiinnitystä varten.",99.0,Polaris,
33947104000,Polaris Kiinnikesarja Sportsman XP,https://tarvike.com/product/polaris-kiinnikesarja-sportsman-xp-226522,https://media.tarvike.com/product/images/226522/original/205994.png,272.0,,163.0,Polaris,
2303489002,Polaris vinssi 2500lbs,https://tarvike.com/product/polaris-vinssi-2500lbs-94704,https://media.tarvike.com/product/images/94704/original/99313.jpg,421.4,"Polaris sähkövinssissä on uusi, integroitu helppokäyttöisempi käyttökytkin ohjaustangossa ja käyttörele integroituna vinssiin. Vetoköysi-/vaijeri kelautuu yläpuolelta, jolloin ei tule turhaa rasitusta vinssin vetolaitteistolle esim. puskulevykäytössä. Uusi, hitaampi nopeuden välitys joka optimoitu puskulevykäyttöä. Hiljaisempi käyntiääni.Sisältää vinssisarjan, jossa 15metrin teräsvaijeri ja kaikki asennukseen tarvittavat osat.Vetovoima: 2500lbs",253.0,Polaris,
17318921001,"Dumpperilava, lisävaruste 2-aks. tukki/dumpperikärryyn",https://tarvike.com/product/dumpperilava-lisavaruste-2-aks-tukkidumpperikarryyn-81571,https://media.tarvike.com/product/images/81571/original/31506.jpg,855.0,"2-akselisen tukkikärryn lisävaruste, dumpperilava.
Avattavilla päädyillä
Paino n. 70 kg
Kokonaismitat: P 1950 x L 1000 x K 540 mm

(kuvan tukkikärry myydään erikseen)",599.0,TARVIKE.COM,
